HMDB0000123
HMDB0001525
HMDB0000294
HMDB0000149
HMDB0000161
HMDB0000562
HMDB0000271
HMDB0013751
HMDB0000883
HMDB0000991
HMDB0036458
HMDB0000167
HMDB0000716
HMDB0002144
HMDB0000719
HMDB0001522
HMDB0000925
HMDB0001252
HMDB0000092
HMDB0000043
HMDB0001906
HMDB0000574
HMDB0000097
HMDB0000187
HMDB0001169
HMDB0000725
HMDB0006024
PBCM0000066950
HMDB0000162
HMDB0000214
HMDB0000517
HMDB0000904
HMDB0001539
HMDB0000052
HMDB0001414
HMDB0000056
HMDB0000026
HMDB0028854
HMDB0001147
HMDB0000168
HMDB0002005
HMDB0000192
HMDB0000996
PBCM0000082335
HMDB0004231
HMDB0002243
HMDB0029806
HMDB0001406
HMDB0003152
HMDB0304941
HMDB0001488
HMDB0060665
HMDB0002024
HMDB0003431
HMDB0000450
HMDB0247418
HMDB0004827
HMDB0000182
HMDB0000148
HMDB0000206
HMDB0001138
HMDB0000641
HMDB0000446
HMDB0000062
HMDB0000201
HMDB0000172
HMDB0002284
HMDB0028922
HMDB0000687
HMDB0000112
HMDB0000895
HMDB0003464
HMDB0002393
PBCM0058359512
HMDB0000828
HMDB0001721
PBCM0000440041
HMDB0000064
HMDB0000742
HMDB0000738
HMDB0004825
HMDB0000073
HMDB0000875
HMDB0001366
HMDB0000699
HMDB0000630
HMDB0000288
HMDB0001554
HMDB0000295
HMDB0011745
HMDB0000962
HMDB0000696
HMDB0000086
HMDB0012275
HMDB0000714
HMDB0003011
HMDB0002894
HMDB0000194
HMDB0000262
HMDB0000132
HMDB0000177
HMDB0062179
HMDB0001517
HMDB0001257
HMDB0000089
HMDB0000095
HMDB0002064
HMDB0003334
HMDB0000466
HMDB0011727
HMDB0000034
HMDB0002108
HMDB0001065
HMDB0000473
HMDB0000159
HMDB0001867
HMDB0000512
HMDB0000306
HMDB0000301
HMDB0003075
HMDB0015687
HMDB0002658
HMDB0000235
HMDB0002666
HMDB0001372
HMDB0011600
HMDB0000855
HMDB0000229
HMDB0002757
HMDB0000001
HMDB0001511
PBCM0013000992
HMDB0001565
HMDB0002224
HMDB0000982
HMDB0001254
HMDB0000679
HMDB0000884
HMDB0000842
HMDB0001256
HMDB0001186
HMDB0000197
HMDB0006029
HMDB0002302
HMDB0029738
HMDB0000759
HMDB0001431
HMDB0000239
HMDB0000099
HMDB0000939
HMDB0004826
HMDB0003269
HMDB0001885
HMDB0001044
HMDB0000158
HMDB0000101
HMDB0000050
HMDB0001173
HMDB0000905
HMDB0000045
HMDB0001341
HMDB0000538
HMDB0000175
HMDB0000189
HMDB0000215
HMDB0001129
HMDB0000303
HMDB0000670
HMDB0000715
HMDB0000929
HMDB0000684
HMDB0001491
HMDB0003331
HMDB0004044
HMDB0014496
HMDB0000609
HMDB0000133
HMDB0001397
HMDB0004620
HMDB0013318
HMDB0000259
HMDB0001514
HMDB0000472
HMDB0000125
PBCM0000440049
HMDB0001109
HMDB0005862
HMDB0004095
HMDB0002339
HMDB0001056
HMDB0001852
HMDB0000030
HMDB0003337
HMDB0000244
HMDB0000988
HMDB0001185
HMDB0000536
HMDB0001423
HMDB0000021
HMDB0001413
HMDB0000121
HMDB0000054
HMDB0001206
HMDB0001396
HMDB0001275
HMDB0001562
HMDB0001484
HMDB0001175
HMDB0001373
HMDB0001248
HMDB0000582
HMDB0001022
HMDB0003474
HMDB0001375
HMDB0001520
HMDB0000902
HMDB0000217
HMDB0001487
HMDB0000221
HMDB0000248
